Time,MPXV E8_CS-E,MPXV E8_Nilotinib,MPXV E8_Irinotecan,MPXV E8_Diosmin,MPXV E8_Conivaptan,MPXV E8_Olmutinib,MPXV E8_Glisolamide,MPXV E8_FAD,MPXV E8_ZINC003821234,MPXV E8_Novobiocin,MPXV E8_Voacamine,MPXV E8_Cabozatinib,,,,,,,,,,,,,
12.22,0.1121769,0.1076992,0.1067726,0.1069875,0.123964,0.1067481,0.1412491,0.1084614,0.1005016,0.1013243,0.1249835,0.1149953,,,,,,,,,,,,,
12.23,0.1007713,0.1238962,0.1114758,0.1096067,0.1256516,0.1048929,0.1365741,0.1047399,0.103675,0.102103,0.1189631,0.1087713,,,,,,,,,,,,,
12.24,0.110498,0.1154817,0.1110024,0.1109299,0.1291945,0.1179495,0.1407069,0.1049276,0.103802,0.0985853,0.1252959,0.1036386,,,,,,,,,,,,,
12.25,0.1067059,0.1119374,0.1104296,0.1107733,0.1169027,0.1193998,0.1413351,0.1076756,0.101525,0.1049468,0.1300841,0.1059137,,,,,,,,,,,,,
12.26,0.1056306,0.1038617,0.1122831,0.1030116,0.1129016,0.1173064,0.1406834,0.1062834,0.1158063,0.103116,0.1203527,0.1068539,,,,,,,,,,,,,
12.27,0.1074345,0.104469,0.1053138,0.1029855,0.120111,0.1067067,0.1451383,0.1122373,0.1067176,0.1027787,0.1151381,0.1161228,,,,,,,,,,,,,
12.28,0.1050237,0.1131296,0.1032665,0.1087126,0.1125745,0.1147083,0.1418546,0.1086174,0.1031773,0.1078068,0.1103943,0.1057985,,,,,,,,,,,,,
12.29,0.1105991,0.105337,0.1067303,0.1062008,0.1152085,0.1032544,0.1449047,0.1061343,0.0976225,0.1047592,0.115656,0.0963755,,,,,,,,,,,,,
12.3,0.1097723,0.1084187,0.1146749,0.1136536,0.1135645,0.1051287,0.1416662,0.1026161,0.0958163,0.1150821,0.1114969,0.0929011,,,,,,,,,,,,,
12.31,0.1043608,0.11967,0.1064639,0.1242141,0.1032237,0.1037873,0.1383553,0.1052093,0.0963716,0.1078565,0.1161219,0.0979924,,,,,,,,,,,,,
12.32,0.1092789,0.1095214,0.1093022,0.1185743,0.1028124,0.0912435,0.1300417,0.1031082,0.102481,0.095895,0.1165112,0.1037582,,,,,,,,,,,,,
12.33,0.1122144,0.1161938,0.1024392,0.110163,0.1086909,0.1063163,0.1350231,0.0977883,0.0929186,0.1041722,0.1268965,0.1148435,,,,,,,,,,,,,
12.34,0.1108679,0.1211204,0.1075838,0.1118321,0.1152217,0.091021,0.1347499,0.104285,0.102185,0.1032778,0.1185517,0.1205357,,,,,,,,,,,,,
12.35,0.1111351,0.1233092,0.1077704,0.1176059,0.1130208,0.0985294,0.1361286,0.107805,0.1001539,0.0989629,0.1237083,0.1264656,,,,,,,,,,,,,
12.36,0.1120736,0.1257883,0.1103677,0.1114395,0.1154498,0.1074294,0.136559,0.1079285,0.1136281,0.0957255,0.1230583,0.1101781,,,,,,,,,,,,,
12.37,0.1137993,0.0994521,0.1145619,0.1011959,0.1158201,0.1092375,0.1418132,0.1104203,0.1146473,0.0862165,0.1174693,0.1018778,,,,,,,,,,,,,
12.38,0.1093406,0.106548,0.1142293,0.1018815,0.1065813,0.1107948,0.1427916,0.1113403,0.1057457,0.1008338,0.1260517,0.1110852,,,,,,,,,,,,,
12.39,0.1091928,0.1139553,0.1146915,0.1030588,0.1144682,0.0993659,0.1488584,0.1152538,0.11054,0.0997601,0.1338475,0.098239,,,,,,,,,,,,,
12.4,0.1115045,0.1221317,0.1074489,0.105109,0.1201227,0.1005045,0.1368689,0.1272272,0.10344,0.0935878,0.1308373,0.0981785,,,,,,,,,,,,,
12.41,0.1022253,0.1347974,0.129689,0.1023357,0.1198898,0.1079434,0.1458442,0.1181916,0.1010812,0.0975643,0.1271891,0.1009111,,,,,,,,,,,,,
12.42,0.1060906,0.1231392,0.115312,0.1050354,0.1122465,0.1143408,0.1457437,0.1212558,0.0951312,0.0943609,0.1184573,0.0973374,,,,,,,,,,,,,
12.43,0.1182582,0.1288491,0.110781,0.1120153,0.1219992,0.1065805,0.1401619,0.1083623,0.0965126,0.1062269,0.1206633,0.0978904,,,,,,,,,,,,,
12.44,0.1114366,0.1211312,0.1189735,0.1080798,0.1095425,0.104412,0.1402301,0.1045227,0.1012802,0.0978559,0.1334781,0.1019673,,,,,,,,,,,,,
12.45,0.1107022,0.13651,0.1241142,0.1032147,0.1131033,0.0977879,0.1458866,0.1127588,0.1164474,0.0931685,0.1352137,0.10248,,,,,,,,,,,,,
12.46,0.1152474,0.1313836,0.1219817,0.1038034,0.1216029,0.1009148,0.1600325,0.1184555,0.1086563,0.109595,0.1304736,0.1087019,,,,,,,,,,,,,
12.47,0.1091526,0.1425086,0.1161761,0.0916695,0.1286206,0.1083751,0.1452146,0.1178521,0.1162219,0.0978368,0.1396534,0.1032036,,,,,,,,,,,,,
12.48,0.1046502,0.1229702,0.1161738,0.0959799,0.1137189,0.1058455,0.1446849,0.1202059,0.1108164,0.1099638,0.1364818,0.1036939,,,,,,,,,,,,,
12.49,0.1182532,0.1258128,0.1130454,0.1061575,0.116533,0.1006928,0.1481197,0.1091332,0.0956133,0.1090425,0.1303592,0.1001809,,,,,,,,,,,,,
12.5,0.1342606,0.1223096,0.1034641,0.1064528,0.1130148,0.1025766,0.1405638,0.1120738,0.0953958,0.1043376,0.1251092,0.102063,,,,,,,,,,,,,
12.51,0.1211948,0.1122092,0.1082095,0.110081,0.1028811,0.0956742,0.1451578,0.1029725,0.0983194,0.1038745,0.1234923,0.098448,,,,,,,,,,,,,
12.52,0.1159522,0.1077219,0.1127589,0.1074559,0.10858,0.0964174,0.152095,0.1139724,0.0950451,0.1079495,0.1220135,0.1059773,,,,,,,,,,,,,
12.53,0.1194427,0.1070076,0.1062911,0.1071513,0.1192312,0.0959185,0.1486141,0.1216658,0.0944879,0.1165971,0.1270625,0.1208447,,,,,,,,,,,,,
12.54,0.1288994,0.1233414,0.1071342,0.1020718,0.1140451,0.0969337,0.1468781,0.1250802,0.1042136,0.1085626,0.1370858,0.096259,,,,,,,,,,,,,
12.55,0.1278288,0.128762,0.1073186,0.1006636,0.1098029,0.0979171,0.147954,0.1175532,0.1004022,0.1167751,0.1410599,0.0993775,,,,,,,,,,,,,
12.56,0.1214016,0.1132614,0.1181179,0.1134574,0.1175172,0.102419,0.1472264,0.1186006,0.102129,0.1151036,0.1312749,0.1007621,,,,,,,,,,,,,
12.57,0.123642,0.1132345,0.1045036,0.1007488,0.1107733,0.1100203,0.1361753,0.109714,0.100292,0.1028374,0.1161808,0.0875186,,,,,,,,,,,,,
12.58,0.1201778,0.1252489,0.1143157,0.103511,0.1164696,0.0986492,0.1430247,0.1065586,0.1114295,0.1069187,0.1270045,0.0956845,,,,,,,,,,,,,
12.59,0.1180125,0.1327542,0.1031016,0.1140534,0.1057831,0.1011535,0.1408111,0.1036373,0.1139611,0.1063474,0.1249152,0.0910975,,,,,,,,,,,,,
12.6,0.1167877,0.1222295,0.1141189,0.1079972,0.1088395,0.1035262,0.1496973,0.1020495,0.1150691,0.1044377,0.1402941,0.0992976,,,,,,,,,,,,,
12.61,0.1196944,0.1219797,0.1088182,0.1109031,0.103808,0.1040496,0.1350441,0.1138744,0.0969676,0.1099638,0.1430701,0.0913433,,,,,,,,,,,,,
12.62,0.1148075,0.1227042,0.1024152,0.1145237,0.1051314,0.1118129,0.1404642,0.1144606,0.1106544,0.1082377,0.1601201,0.1043551,,,,,,,,,,,,,
12.63,0.1140328,0.1363076,0.1139911,0.1114883,0.1080398,0.0933606,0.1405957,0.1029558,0.1083904,0.1106481,0.1615149,0.1057538,,,,,,,,,,,,,
12.64,0.1270267,0.1258627,0.100996,0.1203572,0.109526,0.1050501,0.1410428,0.1106308,0.103516,0.1080168,0.1529863,0.1033982,,,,,,,,,,,,,
12.65,0.1360792,0.1118459,0.114166,0.1122849,0.1118502,0.1113566,0.1456919,0.1035717,0.1124926,0.114967,0.1443345,0.1008343,,,,,,,,,,,,,
12.66,0.1343503,0.1168092,0.1126272,0.1152997,0.1142001,0.1093714,0.1411573,0.1140509,0.1093464,0.1130475,0.1520276,0.1104306,,,,,,,,,,,,,
12.67,0.1141063,0.1113413,0.1144673,0.1114983,0.1125143,0.1061687,0.1533241,0.1110314,0.1011818,0.1160123,0.1433197,0.115306,,,,,,,,,,,,,
12.68,0.1099067,0.1158524,0.1065015,0.1072088,0.1244427,0.1051273,0.1583102,0.1183142,0.1035124,0.1136267,0.1394276,0.1078388,,,,,,,,,,,,,
12.69,0.1161364,0.1290679,0.1025801,0.1129907,0.1195743,0.1033897,0.1558225,0.1114002,0.1095489,0.1059171,0.1331987,0.1094942,,,,,,,,,,,,,
12.7,0.1060773,0.1236645,0.0947317,0.1206328,0.1133195,0.1082173,0.1568123,0.1211687,0.1163716,0.0975562,0.1195913,0.1017496,,,,,,,,,,,,,
12.71,0.1083104,0.1136145,0.104579,0.1165205,0.111834,0.1024016,0.1485129,0.1185451,0.1200197,0.0967449,0.1308609,0.1062774,,,,,,,,,,,,,
12.72,0.1157512,0.1247117,0.0992469,0.1073892,0.120932,0.1100001,0.1472128,0.1141535,0.1255522,0.1092128,0.1375868,0.1053904,,,,,,,,,,,,,
12.73,0.1139537,0.1345411,0.11098,0.1076427,0.1094816,0.1032003,0.144048,0.1284041,0.1208026,0.1095646,0.1382261,0.104705,,,,,,,,,,,,,
12.74,0.1109377,0.1124102,0.0978618,0.1064328,0.1239749,0.1015004,0.1427559,0.1245103,0.1299213,0.0954081,0.1273616,0.1062516,,,,,,,,,,,,,
12.75,0.1120231,0.104555,0.0989364,0.1008171,0.1166548,0.1045967,0.1375486,0.1271244,0.1101814,0.0964766,0.1370126,0.1171782,,,,,,,,,,,,,
12.76,0.1108029,0.0911144,0.1088428,0.1060035,0.1153739,0.1088977,0.1463542,0.1224811,0.1020615,0.0927126,0.1299874,0.1101188,,,,,,,,,,,,,
12.77,0.1108661,0.0973657,0.1112109,0.1075921,0.1127265,0.1171186,0.1486867,0.1164986,0.1137077,0.1036485,0.1293309,0.1118843,,,,,,,,,,,,,
12.78,0.1206045,0.1072987,0.1142757,0.1027288,0.1273018,0.1115906,0.1451752,0.1362759,0.1166873,0.0993615,0.1264402,0.1103849,,,,,,,,,,,,,
12.79,0.1149062,0.0988786,0.1175274,0.1107431,0.1197513,0.1066333,0.1413837,0.1221643,0.1191773,0.1061583,0.1317903,0.1064725,,,,,,,,,,,,,
12.8,0.1190554,0.0988819,0.1048551,0.1084431,0.1200736,0.1151175,0.1381801,0.1306028,0.1044268,0.1082431,0.1501624,0.1032124,,,,,,,,,,,,,
12.81,0.111195,0.0998037,0.1122107,0.1073866,0.1256185,0.1089378,0.1385329,0.1247116,0.1057041,0.1108632,0.1314456,0.1133869,,,,,,,,,,,,,
12.82,0.1181664,0.0979927,0.1116578,0.1155491,0.1149244,0.1145672,0.1367021,0.1263486,0.1093409,0.1112706,0.1399732,0.1296069,,,,,,,,,,,,,
12.83,0.1131128,0.0992603,0.1069396,0.1176266,0.1157502,0.1184274,0.1392219,0.1271097,0.1051084,0.1197651,0.1355879,0.1229453,,,,,,,,,,,,,
12.84,0.1095001,0.1042124,0.106042,0.1229885,0.1121174,0.1119392,0.1418146,0.1214126,0.1109619,0.1114202,0.1262669,0.1085572,,,,,,,,,,,,,
12.85,0.1199865,0.1045859,0.113404,0.1149546,0.1113429,0.105563,0.1410641,0.1296631,0.101164,0.1140886,0.1294148,0.1140722,,,,,,,,,,,,,
12.86,0.110842,0.1086114,0.1110588,0.1087445,0.1216772,0.1117492,0.1385281,0.122979,0.1049831,0.1153865,0.1314105,0.1073622,,,,,,,,,,,,,
12.87,0.1115693,0.1075633,0.10699,0.1071439,0.1160277,0.1286353,0.1323329,0.1191239,0.1100416,0.1024909,0.1248894,0.1115104,,,,,,,,,,,,,
12.88,0.1160904,0.1013264,0.1110367,0.1044186,0.1129855,0.1041418,0.142098,0.1190885,0.1194111,0.1045042,0.1322971,0.1064972,,,,,,,,,,,,,
12.89,0.1131616,0.1039482,0.1172866,0.1072105,0.1048387,0.108698,0.1392407,0.1159233,0.1175487,0.0997437,0.1308867,0.1151636,,,,,,,,,,,,,
12.9,0.1133299,0.1138437,0.1126897,0.1079474,0.1082458,0.1022548,0.1348878,0.1151892,0.1205063,0.1082972,0.1298022,0.1253677,,,,,,,,,,,,,
12.91,0.1235876,0.1186543,0.114796,0.1098503,0.1127902,0.1109947,0.1428546,0.124809,0.120405,0.1068825,0.1334308,0.1187004,,,,,,,,,,,,,
12.92,0.12746,0.1051051,0.1183996,0.1098002,0.1145985,0.1126511,0.143932,0.1098272,0.1068867,0.1041211,0.1163397,0.1036448,,,,,,,,,,,,,
12.93,0.1107456,0.1195564,0.1194963,0.1029665,0.1170531,0.0949144,0.1421713,0.1095898,0.1015058,0.0978249,0.107636,0.1101319,,,,,,,,,,,,,
12.94,0.1156458,0.0965045,0.1024523,0.110557,0.1088103,0.097162,0.1419177,0.1077077,0.1116581,0.0924187,0.1115871,0.1220428,,,,,,,,,,,,,
12.95,0.099464,0.0951874,0.1103328,0.1060617,0.1162271,0.1013073,0.1435231,0.1035524,0.1007836,0.1028467,0.1119393,0.1077707,,,,,,,,,,,,,
12.96,0.1151671,0.1067314,0.1066043,0.1096828,0.1205373,0.0954167,0.1386664,0.1120925,0.0984647,0.108903,0.1221882,0.1074728,,,,,,,,,,,,,
12.97,0.1149016,0.1086469,0.106675,0.1014581,0.1192403,0.0990832,0.1423978,0.108449,0.1036491,0.1049031,0.1194826,0.1054809,,,,,,,,,,,,,
12.98,0.1144644,0.1105301,0.1021188,0.1018779,0.116591,0.0988921,0.1461807,0.1069235,0.1014275,0.109579,0.1315051,0.094795,,,,,,,,,,,,,
12.99,0.1191667,0.1071494,0.1000084,0.1053587,0.1132607,0.101572,0.1402633,0.1072621,0.0977123,0.0985584,0.1148595,0.1042508,,,,,,,,,,,,,
13,0.115859,0.1036875,0.1059372,0.1036308,0.1158025,0.1145615,0.1426436,0.1042466,0.1070866,0.1023011,0.131696,0.1103384,,,,,,,,,,,,,
13.01,0.1224269,0.1066647,0.1031278,0.1049119,0.1119015,0.1013143,0.142555,0.1106107,0.1010876,0.109816,0.1234842,0.1053201,,,,,,,,,,,,,
13.02,0.1362698,0.1023165,0.1035909,0.1101018,0.1190269,0.0995252,0.14329,0.1075088,0.1038968,0.1047074,0.1419186,0.0973066,,,,,,,,,,,,,
13.03,0.1294743,0.1074128,0.1043552,0.1106648,0.1251329,0.0981118,0.1446988,0.1213455,0.1036999,0.103523,0.132323,0.1067364,,,,,,,,,,,,,
13.04,0.1278907,0.0987444,0.1085333,0.1135498,0.11686,0.11037,0.1433206,0.1077794,0.1111663,0.10575,0.132578,0.1082473,,,,,,,,,,,,,
13.05,0.1387102,0.1074065,0.1083779,0.1067806,0.1115678,0.1121708,0.1406308,0.1040724,0.1130872,0.1017617,0.1375406,0.111546,,,,,,,,,,,,,
13.06,0.1236551,0.1013077,0.1022637,0.1007551,0.11409,0.1198586,0.1420852,0.1087842,0.1071424,0.0969853,0.1318881,0.1154635,,,,,,,,,,,,,
13.07,0.1457041,0.0944288,0.1037441,0.0988538,0.1137792,0.1101792,0.1471828,0.1003538,0.0992437,0.0884245,0.138253,0.1123586,,,,,,,,,,,,,
13.08,0.145692,0.1066598,0.1146124,0.098439,0.1092366,0.0974197,0.1429468,0.0988288,0.1055009,0.0985685,0.1549279,0.0996386,,,,,,,,,,,,,
13.09,0.1454932,0.1181401,0.1007471,0.0995183,0.118517,0.1059469,0.1448215,0.0934885,0.0957544,0.0911195,0.1412367,0.1042632,,,,,,,,,,,,,
13.1,0.1310879,0.1116908,0.1085301,0.104947,0.1182251,0.1094918,0.1373984,0.1082077,0.1084846,0.0941119,0.1380894,0.1061264,,,,,,,,,,,,,
13.11,0.1172768,0.1196482,0.0976924,0.1001902,0.1145004,0.1181358,0.1426484,0.115411,0.1083469,0.0959954,0.1382979,0.0986604,,,,,,,,,,,,,
13.12,0.1199628,0.1136624,0.1084433,0.1093247,0.1188688,0.1126496,0.1418115,0.110775,0.1192592,0.0963795,0.1297142,0.1009437,,,,,,,,,,,,,
13.13,0.1250695,0.1083069,0.1135372,0.107686,0.1191768,0.1030726,0.1525851,0.1092995,0.1131209,0.08872,0.1254788,0.108034,,,,,,,,,,,,,
13.14,0.1278791,0.1047527,0.110234,0.1195819,0.1128896,0.1059715,0.1446465,0.1035355,0.1041749,0.100742,0.1187317,0.1125626,,,,,,,,,,,,,
13.15,0.1382732,0.1141858,0.1143153,0.1096336,0.1222476,0.1126494,0.1413897,0.109211,0.1165535,0.096748,0.1314591,0.0974578,,,,,,,,,,,,,
13.16,0.1327814,0.1118891,0.1057857,0.1121878,0.1111579,0.0986308,0.1344589,0.096371,0.1065903,0.1007063,0.131251,0.1181748,,,,,,,,,,,,,
13.17,0.1312748,0.1052163,0.1083709,0.1124004,0.1111985,0.1075755,0.1311551,0.0909017,0.1106357,0.1065637,0.1319716,0.1170049,,,,,,,,,,,,,
13.18,0.1220691,0.1085323,0.1056361,0.1142261,0.1182764,0.108139,0.1349763,0.113207,0.1088711,0.1058687,0.1445054,0.1180955,,,,,,,,,,,,,
13.19,0.1205352,0.1151841,0.111758,0.1190944,0.1149444,0.1192184,0.1371635,0.1004405,0.1038499,0.1076071,0.1379898,0.1052143,,,,,,,,,,,,,
13.2,0.1230702,0.105326,0.118596,0.1094703,0.1056094,0.1107602,0.1332835,0.1187818,0.1052095,0.1089207,0.1266419,0.1114904,,,,,,,,,,,,,
13.21,0.1391655,0.1023092,0.1216188,0.1135884,0.1108756,0.104184,0.1395336,0.1401287,0.1130452,0.0997949,0.1323624,0.1053942,,,,,,,,,,,,,
13.22,0.1371481,0.1119131,0.1203562,0.1135928,0.1097054,0.1026106,0.1440965,0.1194713,0.1055593,0.1059176,0.1331514,0.1107298,,,,,,,,,,,,,
13.23,0.1295605,0.1131474,0.1176532,0.1045435,0.10802,0.1043631,0.1394383,0.127055,0.105364,0.1055368,0.1397665,0.1123573,,,,,,,,,,,,,
13.24,0.1297386,0.1112864,0.1073842,0.110058,0.1121609,0.1011848,0.1402387,0.1111655,0.1140296,0.1123557,0.1495687,0.110324,,,,,,,,,,,,,
13.25,0.1328929,0.1073064,0.1109697,0.1146234,0.1061734,0.0974675,0.1500268,0.1268876,0.1077212,0.1200963,0.1462796,0.1153594,,,,,,,,,,,,,
13.26,0.1399307,0.1155577,0.1123899,0.1071297,0.1070842,0.1007323,0.1361973,0.123459,0.1235585,0.1110476,0.1532264,0.1111007,,,,,,,,,,,,,
13.27,0.1469268,0.0998853,0.1104717,0.1070504,0.1131739,0.1040853,0.1444207,0.1137289,0.1143257,0.1235809,0.1572414,0.1164764,,,,,,,,,,,,,
13.28,0.1392627,0.1108895,0.1147366,0.1088264,0.1168766,0.1125584,0.141467,0.1177368,0.1006749,0.1023071,0.1693332,0.1009333,,,,,,,,,,,,,
13.29,0.1252615,0.111864,0.1104304,0.1076575,0.1070056,0.0976823,0.135572,0.1147474,0.0991993,0.1050748,0.146385,0.1161096,,,,,,,,,,,,,
13.3,0.1318389,0.1106842,0.1137087,0.1022469,0.1156927,0.0993679,0.1325734,0.1162589,0.1131857,0.1095342,0.1508703,0.0964081,,,,,,,,,,,,,
13.31,0.1284844,0.1193077,0.1227203,0.1097372,0.117085,0.0979173,0.1257732,0.1129664,0.1027754,0.1091639,0.1210386,0.10592,,,,,,,,,,,,,
13.32,0.1257678,0.1120522,0.1197505,0.1054094,0.1225679,0.1010737,0.1330221,0.1167293,0.1035415,0.1153769,0.1183212,0.1116635,,,,,,,,,,,,,
13.33,0.1275281,0.1086407,0.1159399,0.1105397,0.10449,0.0991046,0.1296564,0.1220676,0.1073374,0.1125828,0.1171447,0.1030068,,,,,,,,,,,,,
13.34,0.1269898,0.1006733,0.1180388,0.1128535,0.1097076,0.1022891,0.1368468,0.1096436,0.1013136,0.0993213,0.1147145,0.1078671,,,,,,,,,,,,,
13.35,0.1250747,0.1030205,0.1099993,0.1119614,0.1195515,0.1163744,0.1395228,0.1082144,0.1045087,0.1011294,0.1203266,0.1089045,,,,,,,,,,,,,
13.36,0.1262888,0.112378,0.1052942,0.1074968,0.1092954,0.1057903,0.139072,0.1022264,0.1039848,0.0950434,0.1159558,0.1085032,,,,,,,,,,,,,
13.37,0.1305805,0.116137,0.1106633,0.1142517,0.1220223,0.1058991,0.135893,0.118957,0.1013494,0.0883057,0.127144,0.1118929,,,,,,,,,,,,,
13.38,0.1157319,0.1078273,0.1181506,0.1157487,0.1144658,0.1091902,0.1529488,0.0951818,0.1049442,0.0957469,0.119952,0.0992521,,,,,,,,,,,,,
13.39,0.1159984,0.1132202,0.1135568,0.107754,0.1147162,0.1171025,0.1557028,0.1081552,0.1165933,0.0981315,0.119221,0.1135205,,,,,,,,,,,,,
13.4,0.1311819,0.1099269,0.1192521,0.1171148,0.1206385,0.1073103,0.1484803,0.1042772,0.1168065,0.091161,0.1171541,0.1159368,,,,,,,,,,,,,
13.41,0.1166374,0.1170296,0.1028052,0.1004492,0.1181974,0.0996174,0.141984,0.1172913,0.1116918,0.0996002,0.1207858,0.1202761,,,,,,,,,,,,,
13.42,0.1217435,0.1162546,0.1115307,0.0980802,0.1112198,0.1184084,0.1402522,0.1074251,0.1112223,0.1018157,0.1214978,0.1274304,,,,,,,,,,,,,
13.43,0.1049748,0.107343,0.1175434,0.109207,0.117138,0.1155914,0.1422055,0.1045152,0.1218784,0.0986583,0.1169533,0.1309083,,,,,,,,,,,,,
13.44,0.1286352,0.103776,0.1129853,0.1081901,0.104749,0.1122804,0.1354463,0.1056446,0.1272883,0.1069942,0.1240169,0.1154502,,,,,,,,,,,,,
13.45,0.1281954,0.1120839,0.1169674,0.1156969,0.1112547,0.1221083,0.1323952,0.1142443,0.1294303,0.1024076,0.1130649,0.1038295,,,,,,,,,,,,,
13.46,0.1215631,0.1022164,0.1175763,0.1028377,0.1142348,0.1075694,0.1351131,0.1079814,0.1327149,0.1063744,0.1179307,0.0885163,,,,,,,,,,,,,
13.47,0.1206062,0.1196005,0.106453,0.1005311,0.1133333,0.113065,0.1403946,0.1243818,0.1269577,0.1067276,0.1281019,0.0971126,,,,,,,,,,,,,
13.48,0.123058,0.1181828,0.1135793,0.1054018,0.1162062,0.1138335,0.1444554,0.1224813,0.1266471,0.1071872,0.1113692,0.0908439,,,,,,,,,,,,,
13.49,0.1189965,0.1166291,0.1157761,0.108705,0.1202376,0.1143786,0.134606,0.1302953,0.1207385,0.1056029,0.1149164,0.104919,,,,,,,,,,,,,
13.5,0.118291,0.130504,0.124498,0.0989053,0.1154478,0.1131604,0.1351221,0.1393535,0.1160042,0.1064533,0.0989366,0.1091621,,,,,,,,,,,,,
13.51,0.1100077,0.1085579,0.1170152,0.1149728,0.1229462,0.1047861,0.1448731,0.1254848,0.1211031,0.105555,0.1069499,0.1044684,,,,,,,,,,,,,
13.52,0.1087845,0.1088521,0.121447,0.1129882,0.1203671,0.1176275,0.1375719,0.111251,0.1137427,0.1108886,0.1038329,0.1032363,,,,,,,,,,,,,
13.53,0.110206,0.1067804,0.1211891,0.1189792,0.1238398,0.1012517,0.1411513,0.1166558,0.1107086,0.0963647,0.1181218,0.0967974,,,,,,,,,,,,,
13.54,0.1216909,0.1068572,0.1125477,0.1163497,0.1294963,0.1198546,0.1445571,0.1203542,0.1060753,0.104494,0.1120761,0.0975666,,,,,,,,,,,,,
13.55,0.1226406,0.1150659,0.1109762,0.1082844,0.1144004,0.1139165,0.1438243,0.1299398,0.1171767,0.1143897,0.1117205,0.0945886,,,,,,,,,,,,,
13.56,0.1135079,0.1181781,0.1152894,0.1057389,0.1310205,0.0968185,0.1373029,0.132871,0.1151814,0.1046556,0.1083532,0.0946391,,,,,,,,,,,,,
13.57,0.1193154,0.1094922,0.1135105,0.1243507,0.1306944,0.1000947,0.1348146,0.1311005,0.1123325,0.1050665,0.0980597,0.1023741,,,,,,,,,,,,,
13.58,0.1093911,0.1149429,0.1120767,0.117319,0.1225943,0.1080926,0.1469399,0.1335186,0.1119951,0.1094547,0.1130866,0.0991887,,,,,,,,,,,,,
13.59,0.1100212,0.1087677,0.1169173,0.1171338,0.1201943,0.1046941,0.1385039,0.1463569,0.1126946,0.0973767,0.1165628,0.0999179,,,,,,,,,,,,,
13.6,0.1112576,0.1159987,0.1119679,0.1238617,0.1153503,0.1016415,0.1347831,0.1342934,0.1164473,0.1084213,0.1119428,0.1032845,,,,,,,,,,,,,
13.61,0.1108077,0.1126552,0.1119127,0.1207529,0.1174181,0.1029949,0.1481906,0.1283677,0.117475,0.113097,0.1135588,0.1063718,,,,,,,,,,,,,
13.62,0.1104646,0.1073068,0.1170408,0.1247459,0.1154095,0.1052835,0.1434842,0.1284311,0.1215486,0.1057265,0.1062844,0.1020195,,,,,,,,,,,,,
13.63,0.1219715,0.1108593,0.127004,0.1295147,0.1188248,0.0945076,0.1447099,0.1051071,0.1162379,0.1039664,0.1107558,0.0949284,,,,,,,,,,,,,
13.64,0.1168719,0.1166582,0.1228289,0.1251296,0.1204774,0.1042647,0.1486859,0.1242302,0.1166685,0.1008546,0.1148124,0.0946824,,,,,,,,,,,,,
13.65,0.1136141,0.1062121,0.1105902,0.1168815,0.1153859,0.1129562,0.1506472,0.1103454,0.1231226,0.103941,0.1094382,0.099193,,,,,,,,,,,,,
13.66,0.1080059,0.1056125,0.1241196,0.12303,0.1098395,0.0968732,0.1465575,0.1290897,0.1168716,0.1050046,0.1155222,0.1043439,,,,,,,,,,,,,
13.67,0.1068411,0.1135975,0.1238193,0.1148154,0.1076756,0.0908096,0.1481098,0.1330231,0.1113186,0.0995766,0.1067386,0.1115379,,,,,,,,,,,,,
13.68,0.1131437,0.111618,0.1213624,0.1189953,0.1208534,0.1018837,0.1488357,0.1325905,0.114256,0.1098484,0.110053,0.1049581,,,,,,,,,,,,,
13.69,0.137375,0.1183305,0.1202178,0.1103923,0.1304052,0.0977916,0.1344205,0.1361542,0.1196884,0.1067165,0.104824,0.1024601,,,,,,,,,,,,,
13.7,0.1148513,0.1255362,0.1185302,0.1122275,0.121197,0.0925442,0.136811,0.119921,0.1099519,0.1095578,0.1139707,0.0980202,,,,,,,,,,,,,
13.71,0.1228301,0.1222834,0.1216493,0.1181932,0.1282613,0.1098204,0.1424266,0.1310732,0.1115293,0.0912805,0.1041797,0.1104723,,,,,,,,,,,,,
13.72,0.1248373,0.1191376,0.1134088,0.1062903,0.1181592,0.1017998,0.1441718,0.1213958,0.1174377,0.0949106,0.1203472,0.1034929,,,,,,,,,,,,,
13.73,0.128658,0.1166796,0.119237,0.1087408,0.1268787,0.112516,0.1369796,0.1225416,0.1165469,0.0977503,0.1122817,0.1053718,,,,,,,,,,,,,
13.74,0.1167244,0.1310711,0.1138445,0.103981,0.1220781,0.1141224,0.1400781,0.1287548,0.1186433,0.0992073,0.1107542,0.1091262,,,,,,,,,,,,,
13.75,0.1170492,0.1275331,0.106965,0.1018713,0.1130708,0.1136315,0.1384652,0.1385145,0.1131992,0.1044413,0.1135283,0.0912803,,,,,,,,,,,,,
13.76,0.122522,0.1255346,0.1143147,0.1033594,0.1169067,0.1125716,0.1437863,0.1245113,0.109448,0.094442,0.1171027,0.1122507,,,,,,,,,,,,,
13.77,0.1157346,0.1040903,0.1186057,0.1058691,0.1130651,0.1090326,0.1307226,0.12648,0.1170636,0.0992308,0.1231438,0.111164,,,,,,,,,,,,,
13.78,0.1235938,0.1122667,0.1215819,0.1061179,0.1087567,0.1030025,0.1346187,0.1213827,0.1163691,0.1050726,0.1137326,0.114973,,,,,,,,,,,,,
