name,score
 D718-1189,-7.3
 E223-0634,-7.3
 E223-0651,-7.3
 E223-0846,-7.3
 E223-0899,-7.3
 E223-0973,-7.3
 E223-1101,-7.3
 E223-1154,-7.3
 E223-1432,-7.3
 E223-1456,-7.3
 E223-1462,-7.3
 E223-1483,-7.3
 E223-1595,-7.3
 E223-1904,-7.3
 E223-1933,-7.3
 E223-1960,-7.3
 E223-2027,-7.3
 E223-3344,-7.3
 E223-3400,-7.3
 E224-0839,-7.3
 E856-3184,-7.3
 E856-3232,-7.3
 F048-0768,-7.3
 F070-0652,-7.3
 F070-0686,-7.3
 F116-0028,-7.3
 F116-0036,-7.3
 F116-0086,-7.3
 F116-0220,-7.3
 F116-0657,-7.3
 F116-0662,-7.3
 F117-0090,-7.3
 F117-0129,-7.3
 F117-0192,-7.3
 F117-0208,-7.3
 F184-3410,-7.3
 F234-0277,-7.3
 F234-1497,-7.3
 F305-0599,-7.3
 F305-0791,-7.3
 F305-1713,-7.3
 F305-1719,-7.3
 F325-1328,-7.3
 F345-0246,-7.3
 F345-0251,-7.3
 F345-0379,-7.3
 F345-0507,-7.3
 F345-0560,-7.3
 F345-0596,-7.3
 F345-0614,-7.3
 F345-0616,-7.3
 F345-0643,-7.3
 F345-1155,-7.3
 F345-1186,-7.3
 F345-1231,-7.3
 F345-1390,-7.3
 F345-1615,-7.3
 F345-1901,-7.3
 F345-1906,-7.3
 F345-2066,-7.3
 F345-2094,-7.3
 F345-2108,-7.3
 F345-2757,-7.3
 F345-3094,-7.3
 F345-3104,-7.3
 F345-3804,-7.3
 F362-0210,-7.3
 F362-0231,-7.3
 F362-0234,-7.3
 F362-0237,-7.3
 F362-0698,-7.3
 F362-0993,-7.3
 F362-1036,-7.3
 F362-1142,-7.3
 F362-1181,-7.3
 F362-1683,-7.3
 F362-1743,-7.3
 F362-1813,-7.3
 F362-3136,-7.3
 F362-3192,-7.3
 F362-3232,-7.3
 F426-0048,-7.3
 F426-0065,-7.3
 F426-0067,-7.3
 F426-0068,-7.3
 F426-0084,-7.3
 F426-0152,-7.3
 F426-0179,-7.3
 F426-0184,-7.3
 F426-0185,-7.3
 F426-0200,-7.3
 F426-0347,-7.3
 F426-0373,-7.3
 F426-0395,-7.3
 F426-0441,-7.3
 F426-0443,-7.3
 F448-0046,-7.3
 F448-0117,-7.3
 F448-0532,-7.3
 F512-0247,-7.3
 F512-0621,-7.3
 F512-0682,-7.3
 F512-0699,-7.3
 F512-0706,-7.3
 F512-1086,-7.3
 F512-1107,-7.3
 F512-1115,-7.3
 F512-1130,-7.3
 F512-1135,-7.3
 F512-1465,-7.3
 F512-1488,-7.3
 F512-1493,-7.3
 F512-1496,-7.3
 F512-1524,-7.3
 F512-1640,-7.3
 F512-1645,-7.3
 F512-1656,-7.3
 F512-1698,-7.3
 F580-0432,-7.3
 F580-0467,-7.3
 F580-0496,-7.3
 F580-0520,-7.3
 F580-0596,-7.3
 F580-0621,-7.3
 F580-1273,-7.3
 F580-1339,-7.3
 F580-1890,-7.3
 F580-1909,-7.3
 F580-1913,-7.3
 F582-0316,-7.3
 F602-0861,-7.3
 F602-1028,-7.3
 F624-2900,-7.3
 F630-0818,-7.3
 F630-0819,-7.3
 F630-0821,-7.3
 F630-0830,-7.3
 F630-0843,-7.3
 F630-0844,-7.3
 F630-0845,-7.3
 F630-0874,-7.3
 F630-0923,-7.3
 F630-0937,-7.3
 F630-0957,-7.3
 F630-0967,-7.3
 F630-1017,-7.3
 F630-1019,-7.3
 F630-1032,-7.3
 F632-0059,-7.3
 F632-0075,-7.3
 F632-0160,-7.3
 F632-0432,-7.3
 F632-0485,-7.3
 F632-0500,-7.3
 F632-0515,-7.3
 F632-0549,-7.3
 F633-0447,-7.3
 F633-0453,-7.3
 F633-0950,-7.3
 F633-1017,-7.3
 F681-0017,-7.3
 F681-0077,-7.3
 F681-0219,-7.3
 F681-0500,-7.3
 F681-0642,-7.3
 F681-0777,-7.3
 F699-0069,-7.3
 F699-0201,-7.3
 F699-0417,-7.3
 F699-0519,-7.3
 F699-0571,-7.3
 F699-0629,-7.3
 F699-0672,-7.3
 F699-0685,-7.3
 F699-0730,-7.3
 F699-0834,-7.3
 F699-0907,-7.3
 F699-0925,-7.3
 F699-1253,-7.3
 F708-0208,-7.3
 F708-0269,-7.3
 F710-0300,-7.3
 F710-0727,-7.3
 F720-0025,-7.3
 F720-0420,-7.3
 F720-0792,-7.3
 F720-0913,-7.3
 F720-1205,-7.3
 F720-1245,-7.3
 F720-1285,-7.3
 F720-1341,-7.3
 F726-1326,-7.3
 F817-0030,-7.3
 F817-0060,-7.3
 F817-1204,-7.3
 F817-1209,-7.3
 F817-1233,-7.3
 F817-1240,-7.3
 F817-1320,-7.3
 F817-1410,-7.3
 F817-1587,-7.3
 F817-1590,-7.3
 F817-1591,-7.3
 F817-1593,-7.3
 F817-1666,-7.3
 F817-1756,-7.3
 F817-1818,-7.3
 F820-2017,-7.3
 F820-2034,-7.3
 F828-1184,-7.3
 F828-1202,-7.3
 F828-1222,-7.3
 F828-1314,-7.3
 F828-1328,-7.3
 F828-1341,-7.3
 F828-1346,-7.3
 F828-1396,-7.3
 F828-1472,-7.3
 F828-1739,-7.3
 F828-3148,-7.3
 F862-0168,-7.3
 F862-0234,-7.3
 F862-0288,-7.3
 F862-0297,-7.3
 F862-0365,-7.3
 F869-0690,-7.3
 F869-0704,-7.3
 F869-0723,-7.3
 F891-0141,-7.3
 F891-0453,-7.3
 F891-0941,-7.3
 F891-1240,-7.3
 F891-1611,-7.3
 F894-0061,-7.3
 F894-0178,-7.3
 F894-0453,-7.3
 F894-1357,-7.3
 F899-0025,-7.3
 F899-0107,-7.3
 F899-0231,-7.3
 G269-0113,-7.3
 G269-0115,-7.3
 G269-0147,-7.3
 G269-0154,-7.3
 G269-0184,-7.3
 G269-0248,-7.3
 G269-0261,-7.3
 G269-0386,-7.3
 G282-0723,-7.3
 G282-0776,-7.3
 G282-0780,-7.3
 G282-0796,-7.3
 G282-0884,-7.3
 G282-0897,-7.3
 G282-0919,-7.3
 G282-1926,-7.3
 G282-2012,-7.3
 G282-2042,-7.3
 G282-2164,-7.3
 G282-6834,-7.3
 G282-6937,-7.3
 G282-7021,-7.3
 G282-7065,-7.3
 G282-7119,-7.3
 G282-7142,-7.3
 G282-8392,-7.3
 G282-8435,-7.3
 G340-0719,-7.3
 G340-0820,-7.3
 G340-0951,-7.3
 G340-0965,-7.3
 G404-1250,-7.3
 G404-1277,-7.3
 G404-1624,-7.3
 G404-1641,-7.3
 G404-1967,-7.3
 G404-2016,-7.3
 G404-2023,-7.3
 G404-2057,-7.3
 G404-2100,-7.3
 G404-2122,-7.3
 G404-2520,-7.3
 G404-2749,-7.3
 G404-2802,-7.3
 G404-2815,-7.3
 G404-2879,-7.3
 G404-2956,-7.3
 G430-3079,-7.3
 G430-3123,-7.3
 G435-0227,-7.3
 G622-1071,-7.3
 G631-0434,-7.3
 G639-1265,-7.3
 G639-1309,-7.3
 G639-1576,-7.3
 G639-2124,-7.3
 G639-2150,-7.3
 G639-2196,-7.3
 G639-2382,-7.3
 G639-2478,-7.3
 G639-2488,-7.3
 G639-2587,-7.3
 G639-3514,-7.3
 G639-3516,-7.3
 G640-0100,-7.3
 G640-0141,-7.3
 G640-0195,-7.3
 G640-0440,-7.3
 G640-0605,-7.3
 G640-0883,-7.3
 G672-0031,-7.3
 G672-0065,-7.3
 G672-0280,-7.3
 G673-0041,-7.3
 G673-0145,-7.3
 G673-0472,-7.3
 G791-0379,-7.3
 G791-0411,-7.3
 G791-1110,-7.3
 G791-1119,-7.3
 G791-1134,-7.3
 G791-1264,-7.3
 G792-0007,-7.3
 G792-0477,-7.3
 G792-0517,-7.3
 G792-0518,-7.3
 G792-0519,-7.3
 G792-0533,-7.3
 G792-0584,-7.3
 G792-0586,-7.3
 G792-0786,-7.3
 G792-0815,-7.3
 G792-1128,-7.3
 G792-1170,-7.3
 G792-1318,-7.3
 G792-1392,-7.3
 G792-1400,-7.3
 G792-1426,-7.3
 G792-1602,-7.3
 G792-1605,-7.3
 G792-1662,-7.3
 G792-1812,-7.3
 G792-2003,-7.3
 G792-2262,-7.3
 G792-2299,-7.3
 G792-2416,-7.3
 G792-2505,-7.3
 G792-2524,-7.3
 G793-0345,-7.3
 G793-0354,-7.3
 G793-0397,-7.3
 G793-0419,-7.3
 G793-0429,-7.3
 G793-0471,-7.3
 G793-0507,-7.3
 G793-0552,-7.3
 G856-7619,-7.3
 G857-1738,-7.3
 G883-0601,-7.3
 G907-0060,-7.3
 G907-0124,-7.3
 G907-0136,-7.3
 G907-0184,-7.3
 G907-0323,-7.3
 G907-0330,-7.3
 G907-0371,-7.3
 G907-0443,-7.3
 G907-0487,-7.3
 G907-0493,-7.3
 G907-0551,-7.3
 G907-0583,-7.3
 G907-1148,-7.3
 G907-1176,-7.3
 G907-1224,-7.3
 G907-1312,-7.3
 G909-0077,-7.3
 G937-0132,-7.3
 G937-0406,-7.3
 G937-0434,-7.3
 G937-0535,-7.3
 G937-0574,-7.3
 G937-0585,-7.3
 G937-0613,-7.3
 G937-0882,-7.3
 G937-0967,-7.3
 J009-0031,-7.3
 J009-0046,-7.3
 J009-0057,-7.3
 J009-0090,-7.3
 J009-0099,-7.3
 J009-0126,-7.3
 J009-0245,-7.3
 J009-0296,-7.3
 J009-0300,-7.3
 J009-0318,-7.3
 J009-0353,-7.3
 J009-0363,-7.3
 J009-0399,-7.3
 J009-1099,-7.3
 J009-1114,-7.3
 J009-1122,-7.3
 J009-1148,-7.3
 J009-1223,-7.3
 J009-1390,-7.3
 J009-1392,-7.3
 J009-1396,-7.3
 J009-1407,-7.3
 J009-1453,-7.3
 J009-1514,-7.3
 J009-1580,-7.3
 J009-1664,-7.3
 J009-1668,-7.3
 J009-1669,-7.3
 J009-1681,-7.3
 J009-1720,-7.3
 J009-1727,-7.3
 J009-1728,-7.3
 J009-1789,-7.3
 J009-2224,-7.3
 J009-2225,-7.3
 J009-2227,-7.3
 J009-2231,-7.3
 J009-2277,-7.3
 J009-2278,-7.3
 J009-2280,-7.3
 J009-2294,-7.3
 J009-2302,-7.3
 J009-2316,-7.3
 J031-0002,-7.3
 J031-0152,-7.3
 J031-0245,-7.3
 J031-0407,-7.3
 J031-0501,-7.3
 J031-0580,-7.3
 J031-1115,-7.3
 J031-1348,-7.3
 J031-1351,-7.3
 J031-1359,-7.3
 J031-1360,-7.3
 J031-1432,-7.3
 J031-1433,-7.3
 J031-1602,-7.3
 J031-1733,-7.3
 J031-1766,-7.3
 J031-1767,-7.3
 J031-2134,-7.3
 J031-2158,-7.3
 J031-2162,-7.3
 J031-2167,-7.3
 J031-2197,-7.3
 J031-2199,-7.3
 J031-2204,-7.3
 J031-2208,-7.3
 J031-2228,-7.3
 J031-2234,-7.3
 J031-2261,-7.3
 J031-2290,-7.3
 J031-2345,-7.3
 J031-2401,-7.3
 J031-2411,-7.3
 J097-0201,-7.3
 J097-0262,-7.3
 J097-0357,-7.3
 J098-0014,-7.3
 J098-0017,-7.3
 J098-0019,-7.3
 J098-0022,-7.3
 J098-0024,-7.3
 J098-0132,-7.3
 J098-0175,-7.3
 J098-0497,-7.3
 J098-0552,-7.3
 J098-0648,-7.3
 J098-1255,-7.3
 J098-1256,-7.3
 J098-1292,-7.3
 J098-1305,-7.3
 J098-1317,-7.3
 J098-1323,-7.3
 J098-1352,-7.3
 J098-1353,-7.3
 J098-1365,-7.3
 J098-1378,-7.3
 J098-1393,-7.3
 L056-2528,-7.3
 L075-0609,-7.3
 L154-0074,-7.3
 L154-0115,-7.3
 L154-0316,-7.3
 L155-0066,-7.3
 L155-0252,-7.3
 L155-0602,-7.3
 L165-0156,-7.3
 L228-0861,-7.3
 L228-0882,-7.3
 L228-0893,-7.3
 L228-0929,-7.3
 L228-0946,-7.3
 L228-0976,-7.3
 L230-0113,-7.3
 L249-1040,-7.3
 L249-1061,-7.3
 L249-1160,-7.3
 L249-1165,-7.3
 L249-1214,-7.3
 L249-1276,-7.3
 L249-1366,-7.3
 L249-1599,-7.3
 L249-1612,-7.3
 L249-1666,-7.3
 L249-1688,-7.3
 L251-0221,-7.3
 L251-0309,-7.3
 L251-1098,-7.3
 L251-1176,-7.3
 L279-0098,-7.3
 L279-0143,-7.3
 L279-0702,-7.3
 L279-0704,-7.3
 L279-0705,-7.3
 L279-0721,-7.3
 L279-0734,-7.3
 L279-0748,-7.3
 L279-0766,-7.3
 L279-0768,-7.3
 L279-0776,-7.3
 L287-1344,-7.3
 L287-2474,-7.3
 L291-0686,-7.3
 L295-0542,-7.3
 L306-0031,-7.3
 L306-0419,-7.3
 L306-0465,-7.3
 L306-0515,-7.3
 L306-0535,-7.3
 L306-0542,-7.3
 L306-0549,-7.3
 L306-0553,-7.3
 L306-0624,-7.3
 L306-0840,-7.3
 L306-0855,-7.3
 L306-0858,-7.3
 L306-0877,-7.3
 L306-0950,-7.3
 L306-0996,-7.3
 L306-1208,-7.3
 L306-1285,-7.3
 L306-1334,-7.3
 L306-1417,-7.3
 L306-1474,-7.3
 L306-1805,-7.3
 L306-1810,-7.3
 L306-1811,-7.3
 L306-1831,-7.3
 L306-1838,-7.3
 L306-1844,-7.3
 L306-1853,-7.3
 L306-1875,-7.3
 L306-1924,-7.3
 L306-1926,-7.3
 L306-1968,-7.3
 L306-2015,-7.3
 L309-1198,-7.3
 L309-1208,-7.3
 L309-1218,-7.3
 L309-1231,-7.3
 L309-1334,-7.3
 L310-3196,-7.3
 L310-3209,-7.3
 L310-3216,-7.3
 L310-3220,-7.3
 L325-0220,-7.3
 L325-0222,-7.3
 L325-0230,-7.3
 L325-0252,-7.3
 L325-0346,-7.3
 L325-0359,-7.3
 L325-0365,-7.3
 L325-0522,-7.3
 L325-0557,-7.3
 L325-0679,-7.3
 L326-0039,-7.3
 L326-0696,-7.3
 L328-0268,-7.3
 L328-0528,-7.3
 L381-0340,-7.3
 L381-1246,-7.3
 L381-1260,-7.3
 L381-1280,-7.3
 L381-1285,-7.3
 L381-1326,-7.3
 L381-1350,-7.3
 L381-1352,-7.3
 L381-1360,-7.3
 L413-0102,-7.3
 L413-0186,-7.3
 L413-0486,-7.3
 L413-0564,-7.3
 L413-0573,-7.3
 L426-1939,-7.3
 L426-3120,-7.3
 L470-0509,-7.3
 L475-0114,-7.3
 L475-0388,-7.3
 L483-0389,-7.3
 L483-0419,-7.3
 L483-0568,-7.3
 L483-0664,-7.3
 L483-0677,-7.3
 L483-0760,-7.3
 L483-0773,-7.3
 L500-0941,-7.3
 L500-1320,-7.3
 L505-2385,-7.3
 L505-2456,-7.3
 L505-2492,-7.3
 L565-0176,-7.3
 L565-0274,-7.3
 L565-0327,-7.3
 L565-0329,-7.3
 L565-0493,-7.3
 L565-0569,-7.3
 L565-0743,-7.3
 L565-1294,-7.3
 L565-1297,-7.3
 L566-0101,-7.3
 L566-0102,-7.3
 L566-0135,-7.3
 L566-0143,-7.3
 L566-0160,-7.3
 L566-0217,-7.3
 L566-0262,-7.3
 L566-0308,-7.3
 L566-0322,-7.3
 L566-0493,-7.3
 L566-0517,-7.3
 L567-0088,-7.3
 L567-0154,-7.3
 L567-0257,-7.3
 L567-0286,-7.3
 L567-0316,-7.3
 L567-0450,-7.3
 L567-0579,-7.3
 L567-0587,-7.3
 L567-0614,-7.3
 L589-1280,-7.3
 L589-1302,-7.3
 L589-1378,-7.3
 L589-1425,-7.3
 L589-2646,-7.3
 L589-2668,-7.3
 L589-2756,-7.3
 L629-0583,-7.3
 L678-0067,-7.3
 L678-0070,-7.3
 L678-0106,-7.3
 L678-0158,-7.3
 L678-0190,-7.3
 L678-0191,-7.3
 L678-0196,-7.3
 L678-0197,-7.3
 L678-0204,-7.3
 L678-0228,-7.3
 L678-0230,-7.3
 L678-0258,-7.3
 L678-0274,-7.3
 L678-0279,-7.3
 L678-0300,-7.3
 L678-0303,-7.3
 L678-0330,-7.3
 L705-0030,-7.3
 L705-0047,-7.3
 L705-0048,-7.3
 L705-0065,-7.3
 L705-0071,-7.3
 L705-0105,-7.3
 L705-0111,-7.3
 L705-0127,-7.3
 L705-0142,-7.3
 L705-0161,-7.3
 L705-0221,-7.3
 L705-0429,-7.3
 L705-0437,-7.3
 L705-0470,-7.3
 L705-0549,-7.3
 L705-0834,-7.3
 L705-0964,-7.3
 L705-1007,-7.3
 L705-1186,-7.3
 L705-1285,-7.3
 L705-1306,-7.3
 L705-1340,-7.3
 L705-1343,-7.3
 L705-1357,-7.3
 L705-1371,-7.3
 L705-1412,-7.3
 L705-2389,-7.3
 L705-2500,-7.3
 L705-2548,-7.3
 L705-2666,-7.3
 L707-0045,-7.3
 L707-0107,-7.3
 L707-0221,-7.3
 L707-0433,-7.3
 L707-0458,-7.3
 L707-0927,-7.3
 L707-0978,-7.3
 L707-1270,-7.3
 L707-1346,-7.3
 L707-1360,-7.3
 L707-1995,-7.3
 L707-2009,-7.3
 L707-2077,-7.3
 L707-2087,-7.3
 L707-2175,-7.3
 L711-0290,-7.3
 L711-0317,-7.3
 L711-0347,-7.3
 L711-0357,-7.3
 L711-0394,-7.3
 L711-0459,-7.3
 L711-0615,-7.3
 L711-0680,-7.3
 L711-0802,-7.3
 L711-0823,-7.3
 L711-0824,-7.3
 L711-0915,-7.3
 L711-0951,-7.3
 L715-0695,-7.3
 L715-0739,-7.3
 L740-0707,-7.3
 L865-0005,-7.3
 L865-0009,-7.3
 L865-0029,-7.3
 L865-0031,-7.3
 L865-0064,-7.3
 L865-0068,-7.3
 L865-1535,-7.3
 L865-1543,-7.3
 L865-1553,-7.3
 L865-1554,-7.3
 L865-1556,-7.3
 L865-1621,-7.3
 L865-1662,-7.3
 L865-1670,-7.3
 L865-1687,-7.3
 L865-1697,-7.3
 L865-1782,-7.3
 L865-1802,-7.3
 L865-1813,-7.3
 L865-1851,-7.3
 L865-1867,-7.3
 L865-1899,-7.3
 L865-1926,-7.3
 L865-1993,-7.3
 L865-2046,-7.3
 L865-2864,-7.3
 L865-2909,-7.3
 L893-2556,-7.3
 L894-0019,-7.3
 L894-0033,-7.3
 L894-0039,-7.3
 L894-0047,-7.3
 L894-0101,-7.3
 L894-0103,-7.3
 L894-0124,-7.3
 L894-0188,-7.3
 L894-0193,-7.3
 L894-0308,-7.3
 L894-0318,-7.3
 L894-0655,-7.3
 L894-0662,-7.3
 L894-0665,-7.3
 L894-0803,-7.3
 L900-0671,-7.3
 L900-0700,-7.3
 L948-1882,-7.3
 L948-3072,-7.3
 M116-0507,-7.3
 M116-0559,-7.3
 M116-0614,-7.3
 M116-0632,-7.3
 M116-0647,-7.3
 M116-0651,-7.3
 M116-0782,-7.3
 M116-1175,-7.3
 M116-1938,-7.3
 M116-2172,-7.3
 M116-2289,-7.3
 M116-2307,-7.3
 M116-2724,-7.3
 M116-2725,-7.3
 M116-2734,-7.3
 M116-2739,-7.3
 M116-2744,-7.3
 M116-2767,-7.3
 M116-2799,-7.3
 M116-2807,-7.3
 M124-0522,-7.3
 M124-0976,-7.3
 M136-0258,-7.3
 M136-0289,-7.3
 M136-0330,-7.3
 M136-0343,-7.3
 M136-0528,-7.3
 M136-0730,-7.3
 M136-0731,-7.3
 M145-0067,-7.3
 M145-0139,-7.3
 M145-0142,-7.3
 M145-0201,-7.3
 M145-0221,-7.3
 M145-0248,-7.3
 M145-0250,-7.3
 M145-0277,-7.3
 M145-0278,-7.3
 M145-0286,-7.3
 M145-0329,-7.3
 M145-0334,-7.3
 M145-0344,-7.3
 M215-0271,-7.3
 M276-2048,-7.3
 M276-2118,-7.3
 M284-0310,-7.3
 M284-0937,-7.3
 M290-2032,-7.3
 M290-2039,-7.3
 M291-3522,-7.3
 M379-0036,-7.3
 M379-0098,-7.3
 M379-0161,-7.3
 M379-0181,-7.3
 M379-0349,-7.3
 M379-0429,-7.3
 M379-0529,-7.3
 M379-0568,-7.3
 M379-0653,-7.3
 M379-1005,-7.3
 M513-2208,-7.3
 M513-2278,-7.3
 M513-2288,-7.3
 M560-0048,-7.3
 M560-0070,-7.3
 M560-0083,-7.3
 M560-0091,-7.3
 M560-0205,-7.3
 M560-0235,-7.3
 M560-0236,-7.3
 M560-0297,-7.3
 M560-0320,-7.3
 M560-0511,-7.3
 M560-0520,-7.3
 M563-0587,-7.3
 M563-0631,-7.3
 M563-1156,-7.3
 M563-1172,-7.3
 M617-0308,-7.3
 M617-0461,-7.3
 M617-0780,-7.3
 M617-0851,-7.3
 M617-0855,-7.3
 M617-0915,-7.3
 M617-1204,-7.3
 M665-0940,-7.3
 M665-1022,-7.3
 M665-1038,-7.3
 M665-1056,-7.3
 M665-1084,-7.3
 M667-0814,-7.3
 M667-0856,-7.3
 M667-0904,-7.3
 M675-0669,-7.3
 M675-0731,-7.3
 M675-0735,-7.3
 M675-0743,-7.3
 M675-0769,-7.3
 M675-1670,-7.3
 M676-0663,-7.3
 M676-0734,-7.3
 M677-0486,-7.3
 M677-0581,-7.3
 M678-0530,-7.3
 M723-1403,-7.3
 M745-0065,-7.3
 M950-0722,-7.3
 M950-0743,-7.3
 M950-0752,-7.3
 M950-1702,-7.3
 M950-1785,-7.3
 M952-0836,-7.3
 M952-0842,-7.3
 M952-0878,-7.3
 M952-0929,-7.3
 M952-0940,-7.3
 M952-0971,-7.3
 M952-1787,-7.3
 M955-0822,-7.3
 M955-0847,-7.3
 M955-0875,-7.3
 M976-0704,-7.3
 M976-0712,-7.3
 P018-0667,-7.3
 P025-0660,-7.3
 P025-0690,-7.3
 P025-0692,-7.3
 P025-0712,-7.3
 P025-0752,-7.3
 P025-0772,-7.3
 P025-0812,-7.3
 P043-1635,-7.3
 P071-0539,-7.3
 P166-1432,-7.3
 P181-0369,-7.3
 P257-0292,-7.3
 P257-0467,-7.3
 P257-0558,-7.3
 P257-0578,-7.3
 P257-0966,-7.3
 P257-0972,-7.3
 P257-0994,-7.3
 P257-0995,-7.3
 P257-1038,-7.3
 P257-1082,-7.3
 P257-1112,-7.3
 P257-1167,-7.3
 P257-1169,-7.3
 P271-0016,-7.3
 P271-0099,-7.3
 P271-0122,-7.3
 P271-0219,-7.3
 P271-0226,-7.3
 P271-0229,-7.3
 P271-0516,-7.3
 P271-0559,-7.3
 P271-0561,-7.3
 P271-0627,-7.3
 P271-0639,-7.3
 P271-0695,-7.3
 P271-0727,-7.3
 P271-0733,-7.3
 P271-0762,-7.3
 P271-0779,-7.3
 P271-0827,-7.3
 P271-0979,-7.3
 P271-0999,-7.3
 P271-1014,-7.3
 P271-1028,-7.3
 P271-1077,-7.3
 P272-0150,-7.3
 P272-0179,-7.3
 P273-0358,-7.3
 P273-0698,-7.3
 P273-0761,-7.3
 P273-0763,-7.3
 P273-0772,-7.3
 P277-1161,-7.3
 P313-0680,-7.3
 P321-0076,-7.3
 P321-0126,-7.3
 P321-0160,-7.3
 P321-0222,-7.3
 P321-0231,-7.3
 P321-0263,-7.3
 P321-0274,-7.3
 P321-0319,-7.3
 P321-0322,-7.3
 P321-0391,-7.3
 P321-0394,-7.3
 P321-0395,-7.3
 P321-0596,-7.3
 P321-0600,-7.3
 P321-0696,-7.3
 P321-0706,-7.3
 P321-0718,-7.3
 P321-0720,-7.3
 P471-0524,-7.3
 P495-3744,-7.3
 P510-0356,-7.3
 P510-0405,-7.3
 P510-0491,-7.3
 P510-0495,-7.3
 P510-0610,-7.3
 P510-0636,-7.3
 P510-0646,-7.3
 P510-0674,-7.3
 P510-1053,-7.3
 P510-1089,-7.3
 P510-1227,-7.3
 P510-1260,-7.3
 P510-1262,-7.3
 P510-1312,-7.3
 P510-1315,-7.3
 P578-0127,-7.3
 P592-0763,-7.3
 P635-0358,-7.3
 P636-0329,-7.3
 P636-0331,-7.3
 P636-0342,-7.3
 P636-0351,-7.3
 P636-0358,-7.3
 P636-0387,-7.3
 P636-0416,-7.3
 P636-0418,-7.3
 P636-0427,-7.3
 P657-0706,-7.3
 P657-0735,-7.3
 P657-0751,-7.3
 P657-0754,-7.3
 P657-0774,-7.3
 P657-0795,-7.3
 P657-0800,-7.3
 P657-0803,-7.3
 P657-0813,-7.3
 P719-0581,-7.3
 T200-0392,-7.3
 T387-0398,-7.3
 T387-0401,-7.3
 T387-0591,-7.3
 T387-0593,-7.3
 T387-0609,-7.3
 T387-0617,-7.3
 T387-0626,-7.3
 T387-0630,-7.3
 T387-0943,-7.3
 T387-0963,-7.3
 T387-1017,-7.3
 T387-1028,-7.3
 T387-1083,-7.3
 T387-1233,-7.3
 T403-0124,-7.3
 T403-0210,-7.3
 T403-0512,-7.3
 T403-0556,-7.3
 T403-0613,-7.3
 T403-0726,-7.3
 T403-0999,-7.3
 T403-1210,-7.3
 T403-1212,-7.3
 T403-1310,-7.3
 T403-1455,-7.3
 T403-1486,-7.3
 T403-2162,-7.3
 T403-2337,-7.3
 T403-2340,-7.3
 T403-2443,-7.3
 T403-2563,-7.3
 T403-2712,-7.3
 T403-2727,-7.3
 T403-2733,-7.3
 T408-1064,-7.3
 T413-2887,-7.3
 T428-0059,-7.3
 T428-0141,-7.3
 T428-0515,-7.3
 Z239-1428,-7.3
 Z250-1097,-7.3
 Z250-1116,-7.3
 Z250-1146,-7.3
 Z250-1294,-7.3
 Z250-1296,-7.3
 Z250-1320,-7.3
 Z250-1343,-7.3
 Z250-1345,-7.3
 Z250-1346,-7.3
 Z250-1394,-7.3
 Z250-1597,-7.3
 Z250-1600,-7.3
 Z250-1604,-7.3
 Z250-1651,-7.3
 Z250-1934,-7.3
 Z250-1935,-7.3
 Z250-2556,-7.3
 Z250-2611,-7.3
 Z250-2615,-7.3
 Z250-2684,-7.3
 Z250-2693,-7.3
 Z250-2694,-7.3
 Z341-0027,-7.3
 Z341-0035,-7.3
 Z341-0047,-7.3
 Z341-0203,-7.3
 Z341-0408,-7.3
 Z341-0424,-7.3
 Z341-0543,-7.3
 Z341-0570,-7.3
 Z341-0643,-7.3
 Z354-0054,-7.3
 Z354-0192,-7.3
 Z354-0496,-7.3
 Z354-0928,-7.3
 Z354-0942,-7.3
 C660-0452,-7.2
 D072-0822,-7.2
 D072-0829,-7.2
 D072-0831,-7.2
 D289-0161,-7.2
 D289-0169,-7.2
 D289-0465,-7.2
 D294-5166,-7.2
 D294-5394,-7.2
 D305-0093,-7.2
 D305-0096,-7.2
 D305-0124,-7.2
 D305-0130,-7.2
 D305-0131,-7.2
 D305-0275,-7.2
 D305-0280,-7.2
 D305-0308,-7.2
 D305-0407,-7.2
 D305-0415,-7.2
 D305-0469,-7.2
 D305-0502,-7.2
 D305-0575,-7.2
 D305-0625,-7.2
 D305-0639,-7.2
 D305-0642,-7.2
 D305-0770,-7.2
 D305-0771,-7.2
 D305-0796,-7.2
 D305-0797,-7.2
 D305-0813,-7.2
 D305-0922,-7.2
 D305-0929,-7.2
 D305-1021,-7.2
 D305-1024,-7.2
 D305-1028,-7.2
 D305-1031,-7.2
 D305-1035,-7.2
 D305-1037,-7.2
 D305-1361,-7.2
 D305-1364,-7.2
 D305-1374,-7.2
 D305-1398,-7.2
 D305-1401,-7.2
 D305-1435,-7.2
 D305-1445,-7.2
 D305-1450,-7.2
 D305-1455,-7.2
 D305-1630,-7.2
 D305-1657,-7.2
 D332-0171,-7.2
 D333-0267,-7.2
 D347-3627,-7.2
 D347-3762,-7.2
 D347-3765,-7.2
 D356-2584,-7.2
 D356-2592,-7.2
 D356-2599,-7.2
 D356-2601,-7.2
 D356-2639,-7.2
 D356-2719,-7.2
 D358-0264,-7.2
 D358-0280,-7.2
 D358-0575,-7.2
 D358-0583,-7.2
 D358-0587,-7.2
 D358-0602,-7.2
 D358-0636,-7.2
 D358-0667,-7.2
 D358-0682,-7.2
 D358-0685,-7.2
 D358-0692,-7.2
 D358-0725,-7.2
