name,score
 M560-1458,-7.8
 M563-0102,-7.8
 M563-0155,-7.8
 M617-0968,-7.8
 M617-1241,-7.8
 M617-1244,-7.8
 M617-1286,-7.8
 M617-1598,-7.8
 M665-1019,-7.8
 M665-1079,-7.8
 M667-0893,-7.8
 M667-0930,-7.8
 M667-0940,-7.8
 M769-0936,-7.8
 M778-0205,-7.8
 M955-0832,-7.8
 M955-0859,-7.8
 M976-0631,-7.8
 P025-0726,-7.8
 P257-0466,-7.8
 P257-0595,-7.8
 P271-0007,-7.8
 P271-0050,-7.8
 P271-0060,-7.8
 P271-0076,-7.8
 P271-0109,-7.8
 P271-0168,-7.8
 P271-0171,-7.8
 P271-0206,-7.8
 P271-0239,-7.8
 P271-0270,-7.8
 P271-0339,-7.8
 P271-0393,-7.8
 P271-0636,-7.8
 P271-0721,-7.8
 P271-1062,-7.8
 P272-0171,-7.8
 P273-0208,-7.8
 P273-0209,-7.8
 P273-0695,-7.8
 P321-0016,-7.8
 P321-0026,-7.8
 P321-0161,-7.8
 P321-0190,-7.8
 P321-0221,-7.8
 P321-0236,-7.8
 P321-0280,-7.8
 P321-0291,-7.8
 P321-0297,-7.8
 P321-0323,-7.8
 P321-0339,-7.8
 P321-0347,-7.8
 P321-0354,-7.8
 P321-0370,-7.8
 P321-0378,-7.8
 P321-0386,-7.8
 P321-0597,-7.8
 P321-0647,-7.8
 P321-0672,-7.8
 P321-0711,-7.8
 P495-3740,-7.8
 P495-3743,-7.8
 P495-3746,-7.8
 P495-3747,-7.8
 P510-0389,-7.8
 P510-0635,-7.8
 P510-1064,-7.8
 P510-1074,-7.8
 P533-0019,-7.8
 P533-0228,-7.8
 P592-0943,-7.8
 P636-0375,-7.8
 P636-0404,-7.8
 P636-0417,-7.8
 P636-0423,-7.8
 P658-0778,-7.8
 P658-0857,-7.8
 P772-0020,-7.8
 T387-0676,-7.8
 T387-0777,-7.8
 T387-0893,-7.8
 T387-0949,-7.8
 T387-0986,-7.8
 T403-0097,-7.8
 T403-0136,-7.8
 T403-0451,-7.8
 T403-1311,-7.8
 T403-1364,-7.8
 T403-1838,-7.8
 T403-2293,-7.8
 T403-2373,-7.8
 T403-2375,-7.8
 T403-2576,-7.8
 T403-2686,-7.8
 T403-2690,-7.8
 T403-2742,-7.8
 T428-0773,-7.8
 Z250-1113,-7.8
 Z250-1284,-7.8
 Z250-1292,-7.8
 Z250-1299,-7.8
 Z250-1329,-7.8
 Z250-1376,-7.8
 Z250-1379,-7.8
 Z250-1398,-7.8
 Z250-1609,-7.8
 Z250-1612,-7.8
 Z250-1627,-7.8
 Z250-1938,-7.8
 Z250-1946,-7.8
 Z250-2564,-7.8
 Z250-2576,-7.8
 Z250-2601,-7.8
 Z250-2605,-7.8
 Z250-2695,-7.8
 Z250-2697,-7.8
 Z341-0098,-7.8
 Z341-0264,-7.8
 Z341-0401,-7.8
 Z341-0415,-7.8
 Z341-0446,-7.8
 Z341-0465,-7.8
 Z341-0620,-7.8
 Z354-0150,-7.8
 Z354-0324,-7.8
 Z354-0588,-7.8
 Z354-0659,-7.8
 Z354-0999,-7.8
 Z354-1020,-7.8
 Z354-1056,-7.8
 C201-0736,-7.7
 C201-0755,-7.7
 C201-0846,-7.7
 C201-1902,-7.7
 C201-1912,-7.7
 C201-1916,-7.7
 C700-2615,-7.7
 D072-0824,-7.7
 D289-0026,-7.7
 D289-0117,-7.7
 D289-0118,-7.7
 D289-0317,-7.7
 D289-0462,-7.7
 D305-0405,-7.7
 D305-0408,-7.7
 D305-0410,-7.7
 D305-0416,-7.7
 D305-0418,-7.7
 D305-0484,-7.7
 D305-0616,-7.7
 D305-0763,-7.7
 D305-0764,-7.7
 D305-0773,-7.7
 D305-0774,-7.7
 D305-0792,-7.7
 D305-0909,-7.7
 D305-0914,-7.7
 D305-0934,-7.7
 D305-0940,-7.7
 D305-0941,-7.7
 D356-2557,-7.7
 D356-2571,-7.7
 D356-2635,-7.7
 D356-2637,-7.7
 D356-2641,-7.7
 D356-2672,-7.7
 D356-2676,-7.7
 D356-2694,-7.7
 D356-2707,-7.7
 D356-2718,-7.7
 D356-2732,-7.7
 D358-0632,-7.7
 D358-0901,-7.7
 D358-0941,-7.7
 D358-0944,-7.7
 D358-1182,-7.7
 D358-1187,-7.7
 D358-1227,-7.7
 D358-1244,-7.7
 D358-1703,-7.7
 D358-1708,-7.7
 D358-1729,-7.7
 D358-1734,-7.7
 D358-2594,-7.7
 D512-0164,-7.7
 D512-0212,-7.7
 D537-0103,-7.7
 D537-0137,-7.7
 D537-0270,-7.7
 D537-0284,-7.7
 D537-0523,-7.7
 D622-0029,-7.7
 D622-0032,-7.7
 D718-0128,-7.7
 D718-0640,-7.7
 D718-1184,-7.7
 E223-0587,-7.7
 E223-0891,-7.7
 E223-1021,-7.7
 E223-1604,-7.7
 E223-1612,-7.7
 E223-1800,-7.7
 E223-2093,-7.7
 E223-3404,-7.7
 E223-3500,-7.7
 E223-3764,-7.7
 E245-1675,-7.7
 E856-2948,-7.7
 E856-3056,-7.7
 E856-3057,-7.7
 E856-3164,-7.7
 F035-0097,-7.7
 F070-0677,-7.7
 F116-0183,-7.7
 F116-0706,-7.7
 F184-3567,-7.7
 F234-0274,-7.7
 F234-0287,-7.7
 F234-0400,-7.7
 F257-0133,-7.7
 F305-0695,-7.7
 F305-0731,-7.7
 F305-0792,-7.7
 F305-1624,-7.7
 F305-1708,-7.7
 F305-1772,-7.7
 F305-1794,-7.7
 F305-1802,-7.7
 F345-0451,-7.7
 F345-1857,-7.7
 F345-2657,-7.7
 F345-3076,-7.7
 F345-3768,-7.7
 F345-3783,-7.7
 F362-0089,-7.7
 F362-0106,-7.7
 F362-0144,-7.7
 F362-0196,-7.7
 F362-0395,-7.7
 F362-0681,-7.7
 F362-0752,-7.7
 F363-1421,-7.7
 F426-0031,-7.7
 F426-0035,-7.7
 F426-0042,-7.7
 F426-0043,-7.7
 F426-0085,-7.7
 F426-0098,-7.7
 F426-0128,-7.7
 F426-0154,-7.7
 F426-0216,-7.7
 F426-0226,-7.7
 F426-0228,-7.7
 F426-0233,-7.7
 F426-0254,-7.7
 F426-0258,-7.7
 F426-0263,-7.7
 F426-0271,-7.7
 F426-0282,-7.7
 F426-0286,-7.7
 F426-0296,-7.7
 F426-0318,-7.7
 F426-0337,-7.7
 F426-0392,-7.7
 F426-0393,-7.7
 F426-0398,-7.7
 F426-0433,-7.7
 F426-0453,-7.7
 F426-0464,-7.7
 F426-0485,-7.7
 F426-0487,-7.7
 F426-0492,-7.7
 F426-0493,-7.7
 F426-0495,-7.7
 F426-0506,-7.7
 F448-0112,-7.7
 F448-0115,-7.7
 F448-0447,-7.7
 F448-0525,-7.7
 F448-0585,-7.7
 F448-0640,-7.7
 F448-0733,-7.7
 F448-0741,-7.7
 F448-0747,-7.7
 F448-0961,-7.7
 F448-0968,-7.7
 F448-1039,-7.7
 F512-0235,-7.7
 F512-0632,-7.7
 F512-1124,-7.7
 F512-1473,-7.7
 F533-0039,-7.7
 F536-0383,-7.7
 F580-0478,-7.7
 F580-0617,-7.7
 F580-0711,-7.7
 F580-1892,-7.7
 F580-1938,-7.7
 F580-1947,-7.7
 F630-0870,-7.7
 F632-0041,-7.7
 F632-0220,-7.7
 F632-0454,-7.7
 F632-0613,-7.7
 F632-1321,-7.7
 F633-0052,-7.7
 F633-0161,-7.7
 F633-0271,-7.7
 F633-0423,-7.7
 F633-0452,-7.7
 F633-0465,-7.7
 F633-0484,-7.7
 F633-0487,-7.7
 F633-0529,-7.7
 F633-0554,-7.7
 F633-0811,-7.7
 F633-0877,-7.7
 F633-0926,-7.7
 F674-0017,-7.7
 F681-0003,-7.7
 F681-0303,-7.7
 F699-0026,-7.7
 F699-0043,-7.7
 F699-0045,-7.7
 F699-0174,-7.7
 F699-0385,-7.7
 F699-0394,-7.7
 F699-0418,-7.7
 F699-0424,-7.7
 F699-0425,-7.7
 F699-0430,-7.7
 F699-0449,-7.7
 F699-0461,-7.7
 F699-0520,-7.7
 F699-0559,-7.7
 F699-0589,-7.7
 F699-0643,-7.7
 F699-0656,-7.7
 F699-0812,-7.7
 F699-0815,-7.7
 F699-0838,-7.7
 F699-0843,-7.7
 F699-0867,-7.7
 F699-0870,-7.7
 F699-0885,-7.7
 F699-0950,-7.7
 F699-0954,-7.7
 F699-1225,-7.7
 F699-1245,-7.7
 F699-1283,-7.7
 F699-1341,-7.7
 F708-0237,-7.7
 F708-0341,-7.7
 F708-0423,-7.7
 F708-0658,-7.7
 F709-0617,-7.7
 F710-0184,-7.7
 F710-0259,-7.7
 F710-0264,-7.7
 F710-0268,-7.7
 F710-0662,-7.7
 F710-0690,-7.7
 F720-0233,-7.7
 F720-0413,-7.7
 F720-0414,-7.7
 F720-0421,-7.7
 F720-0434,-7.7
 F720-0447,-7.7
 F720-0588,-7.7
 F720-0732,-7.7
 F720-0814,-7.7
 F720-0830,-7.7
 F720-0892,-7.7
 F720-0925,-7.7
 F720-0950,-7.7
 F720-0954,-7.7
 F720-1170,-7.7
 F720-1187,-7.7
 F720-1249,-7.7
 F726-0353,-7.7
 F726-1015,-7.7
 F726-1026,-7.7
 F726-1041,-7.7
 F800-0667,-7.7
 F817-0035,-7.7
 F817-0088,-7.7
 F817-0143,-7.7
 F817-1187,-7.7
 F817-1220,-7.7
 F817-1248,-7.7
 F817-1270,-7.7
 F817-1335,-7.7
 F817-1389,-7.7
 F817-1685,-7.7
 F817-1793,-7.7
 F817-1956,-7.7
 F817-2006,-7.7
 F820-1990,-7.7
 F820-2001,-7.7
 F820-2004,-7.7
 F820-2012,-7.7
 F820-2018,-7.7
 F820-2027,-7.7
 F820-2089,-7.7
 F820-2124,-7.7
 F820-2126,-7.7
 F828-1207,-7.7
 F828-1208,-7.7
 F828-1238,-7.7
 F828-1239,-7.7
 F828-1242,-7.7
 F828-1267,-7.7
 F828-1269,-7.7
 F828-1299,-7.7
 F828-3145,-7.7
 F855-0029,-7.7
 F862-0147,-7.7
 F862-0171,-7.7
 F862-0298,-7.7
 F869-0032,-7.7
 F869-0036,-7.7
 F869-0042,-7.7
 F869-0064,-7.7
 F869-0074,-7.7
 F869-0075,-7.7
 F869-0091,-7.7
 F869-0349,-7.7
 F869-0667,-7.7
 F869-0681,-7.7
 F869-0707,-7.7
 F869-0710,-7.7
 F869-1294,-7.7
 F869-1311,-7.7
 F891-0846,-7.7
 F891-1633,-7.7
 F899-0021,-7.7
 F899-0086,-7.7
 F899-1612,-7.7
 F899-1626,-7.7
 F899-1764,-7.7
 G269-0015,-7.7
 G269-0037,-7.7
 G269-0091,-7.7
 G269-0395,-7.7
 G282-0695,-7.7
 G282-0773,-7.7
 G282-0787,-7.7
 G282-0821,-7.7
 G282-0920,-7.7
 G282-1920,-7.7
 G282-2100,-7.7
 G282-2106,-7.7
 G282-6671,-7.7
 G282-6725,-7.7
 G282-6948,-7.7
 G282-7004,-7.7
 G282-7059,-7.7
 G282-7072,-7.7
 G282-7189,-7.7
 G282-7299,-7.7
 G282-8260,-7.7
 G282-8311,-7.7
 G282-8383,-7.7
 G282-8389,-7.7
 G282-8462,-7.7
 G373-2727,-7.7
 G373-4062,-7.7
 G404-1639,-7.7
 G404-2752,-7.7
 G404-2753,-7.7
 G404-2971,-7.7
 G430-2794,-7.7
 G430-2886,-7.7
 G430-3084,-7.7
 G430-3095,-7.7
 G430-3099,-7.7
 G430-3125,-7.7
 G513-0579,-7.7
 G550-0522,-7.7
 G631-1710,-7.7
 G639-1203,-7.7
 G639-1235,-7.7
 G639-1292,-7.7
 G639-1312,-7.7
 G639-1313,-7.7
 G639-1317,-7.7
 G639-1369,-7.7
 G639-1577,-7.7
 G639-1624,-7.7
 G639-1629,-7.7
 G639-1675,-7.7
 G639-1677,-7.7
 G639-1913,-7.7
 G639-1994,-7.7
 G639-2052,-7.7
 G639-2064,-7.7
 G639-2095,-7.7
 G639-2106,-7.7
 G639-2421,-7.7
 G639-2492,-7.7
 G639-3099,-7.7
 G639-3224,-7.7
 G639-3487,-7.7
 G640-0205,-7.7
 G640-0288,-7.7
 G640-1085,-7.7
 G672-0299,-7.7
 G673-0508,-7.7
 G673-0579,-7.7
 G706-1490,-7.7
 G717-1478,-7.7
 G781-1592,-7.7
 G791-0816,-7.7
 G791-0882,-7.7
 G791-0892,-7.7
 G791-0992,-7.7
 G791-1354,-7.7
 G792-0354,-7.7
 G792-0553,-7.7
 G792-1149,-7.7
 G792-1668,-7.7
 G792-1878,-7.7
 G792-1964,-7.7
 G792-1980,-7.7
 G792-1994,-7.7
 G792-2041,-7.7
 G792-2315,-7.7
 G792-2543,-7.7
 G793-0344,-7.7
 G793-0355,-7.7
 G793-0383,-7.7
 G793-0403,-7.7
 G793-0442,-7.7
 G793-0500,-7.7
 G868-0535,-7.7
 G868-0915,-7.7
 G868-1209,-7.7
 G907-0001,-7.7
 G907-0057,-7.7
 G907-0182,-7.7
 G907-0197,-7.7
 G907-0198,-7.7
 G907-0206,-7.7
 G907-0333,-7.7
 G907-0415,-7.7
 G907-0439,-7.7
 G907-0446,-7.7
 G907-0447,-7.7
 G907-0498,-7.7
 G907-0563,-7.7
 G907-0634,-7.7
 G907-0737,-7.7
 G907-1187,-7.7
 G907-1188,-7.7
 G907-1200,-7.7
 G907-1201,-7.7
 G907-1271,-7.7
 G907-1361,-7.7
 G909-0112,-7.7
 G909-0128,-7.7
 G909-0147,-7.7
 G909-0265,-7.7
 J009-0030,-7.7
 J009-0073,-7.7
 J009-0082,-7.7
 J009-0370,-7.7
 J009-0419,-7.7
 J009-1121,-7.7
 J009-1499,-7.7
 J009-1519,-7.7
 J009-1671,-7.7
 J009-1704,-7.7
 J009-1719,-7.7
 J009-1750,-7.7
 J009-1774,-7.7
 J009-1839,-7.7
 J009-1847,-7.7
 J009-2218,-7.7
 J009-2397,-7.7
 J031-0085,-7.7
 J031-0089,-7.7
 J031-0172,-7.7
 J031-0268,-7.7
 J031-0493,-7.7
 J031-1329,-7.7
 J031-1367,-7.7
 J031-1473,-7.7
 J031-1528,-7.7
 J031-2033,-7.7
 J031-2166,-7.7
 J031-2175,-7.7
 J031-2317,-7.7
 J097-0224,-7.7
 J097-0228,-7.7
 J097-0241,-7.7
 J097-0259,-7.7
 J097-0307,-7.7
 J097-0309,-7.7
 J097-0317,-7.7
 J098-0196,-7.7
 J098-0504,-7.7
 J098-0506,-7.7
 J098-0551,-7.7
 J098-0651,-7.7
 K405-4354,-7.7
 L075-0419,-7.7
 L154-0245,-7.7
 L154-0299,-7.7
 L155-0139,-7.7
 L155-0290,-7.7
 L228-0963,-7.7
 L228-0969,-7.7
 L230-0059,-7.7
 L230-0156,-7.7
 L230-0178,-7.7
 L249-1030,-7.7
 L249-1067,-7.7
 L251-0033,-7.7
 L251-0098,-7.7
 L251-0121,-7.7
 L251-0132,-7.7
 L251-0135,-7.7
 L251-0431,-7.7
 L251-1018,-7.7
 L251-1063,-7.7
 L251-1114,-7.7
 L251-1120,-7.7
 L251-1124,-7.7
 L251-1215,-7.7
 L259-0483,-7.7
 L279-0096,-7.7
 L279-0153,-7.7
 L279-0708,-7.7
 L279-0763,-7.7
 L287-2414,-7.7
 L306-0156,-7.7
 L306-0412,-7.7
 L306-0462,-7.7
 L306-0467,-7.7
 L306-0494,-7.7
 L306-0495,-7.7
 L306-0529,-7.7
 L306-0539,-7.7
 L306-0607,-7.7
 L306-0614,-7.7
 L306-0632,-7.7
 L306-0636,-7.7
 L306-0655,-7.7
 L306-0804,-7.7
 L306-0805,-7.7
 L306-0977,-7.7
 L306-1198,-7.7
 L306-1241,-7.7
 L306-1248,-7.7
 L306-1371,-7.7
 L306-1389,-7.7
 L306-1803,-7.7
 L306-1846,-7.7
 L306-1927,-7.7
 L306-1930,-7.7
 L309-1215,-7.7
 L309-1227,-7.7
 L309-1238,-7.7
 L309-1272,-7.7
 L309-1303,-7.7
 L309-1363,-7.7
 L309-1370,-7.7
 L309-1400,-7.7
 L310-3240,-7.7
 L310-3375,-7.7
 L325-0199,-7.7
 L325-0212,-7.7
 L325-0221,-7.7
 L325-0229,-7.7
 L325-0244,-7.7
 L325-0366,-7.7
 L325-0386,-7.7
 L325-0477,-7.7
 L325-0484,-7.7
 L325-0493,-7.7
 L325-0494,-7.7
 L325-0514,-7.7
 L325-0521,-7.7
 L325-0529,-7.7
 L325-0627,-7.7
 L325-0687,-7.7
 L326-0019,-7.7
 L326-0042,-7.7
 L326-0043,-7.7
 L326-0071,-7.7
 L326-0083,-7.7
 L326-0094,-7.7
 L326-0098,-7.7
 L326-0104,-7.7
 L326-0184,-7.7
 L326-0629,-7.7
 L326-0631,-7.7
 L326-0634,-7.7
 L326-0635,-7.7
 L326-0637,-7.7
 L326-0641,-7.7
 L326-0652,-7.7
 L326-0659,-7.7
 L326-0667,-7.7
 L326-0693,-7.7
 L326-0697,-7.7
 L328-0406,-7.7
 L328-0413,-7.7
 L413-0081,-7.7
 L413-0111,-7.7
 L413-0184,-7.7
 L413-0462,-7.7
 L413-0465,-7.7
 L413-0497,-7.7
 L413-0534,-7.7
 L413-0568,-7.7
 L483-0610,-7.7
 L500-0061,-7.7
 L500-1240,-7.7
 L500-1357,-7.7
 L565-0011,-7.7
 L565-0119,-7.7
 L565-0276,-7.7
 L565-0636,-7.7
 L565-0811,-7.7
 L565-1325,-7.7
 L565-1353,-7.7
 L566-0105,-7.7
 L566-0106,-7.7
 L566-0108,-7.7
 L566-0177,-7.7
 L566-0202,-7.7
 L566-0246,-7.7
 L566-0254,-7.7
 L566-0287,-7.7
 L566-0299,-7.7
 L566-0320,-7.7
 L566-0382,-7.7
 L566-0388,-7.7
 L566-0404,-7.7
 L566-0420,-7.7
 L566-0441,-7.7
 L566-0451,-7.7
 L567-0007,-7.7
 L567-0143,-7.7
 L567-0170,-7.7
 L567-0322,-7.7
 L567-0447,-7.7
 L589-2567,-7.7
 L589-2807,-7.7
 L589-3294,-7.7
 L632-0706,-7.7
 L632-1201,-7.7
 L632-1218,-7.7
 L632-1238,-7.7
 L678-0046,-7.7
 L678-0051,-7.7
 L678-0138,-7.7
 L678-0145,-7.7
 L678-0189,-7.7
 L678-0217,-7.7
 L678-0234,-7.7
 L678-0310,-7.7
 L678-0321,-7.7
 L678-0381,-7.7
 L694-0090,-7.7
 L694-0114,-7.7
 L694-0388,-7.7
 L705-0032,-7.7
 L705-0054,-7.7
 L705-0057,-7.7
 L705-0092,-7.7
 L705-0107,-7.7
 L705-0134,-7.7
 L705-0184,-7.7
 L705-0207,-7.7
 L705-0219,-7.7
 L705-0342,-7.7
 L705-0419,-7.7
 L705-0420,-7.7
 L705-0455,-7.7
 L705-0458,-7.7
 L705-0466,-7.7
 L705-0528,-7.7
 L705-0576,-7.7
 L705-0789,-7.7
 L705-0818,-7.7
 L705-0845,-7.7
 L705-0908,-7.7
 L705-0957,-7.7
 L705-0978,-7.7
 L705-0996,-7.7
 L705-1185,-7.7
 L705-1205,-7.7
 L705-1212,-7.7
 L705-1213,-7.7
 L705-1271,-7.7
 L705-1275,-7.7
 L705-1284,-7.7
 L705-1335,-7.7
 L705-1370,-7.7
 L705-1400,-7.7
 L705-2361,-7.7
 L705-2394,-7.7
 L705-2397,-7.7
 L705-2416,-7.7
 L705-2417,-7.7
 L705-2448,-7.7
 L705-2450,-7.7
 L705-2459,-7.7
 L705-2494,-7.7
 L705-2518,-7.7
 L705-2565,-7.7
 L707-0058,-7.7
 L707-0069,-7.7
 L707-0096,-7.7
 L707-0164,-7.7
 L707-0489,-7.7
 L707-0500,-7.7
 L707-0585,-7.7
 L707-0812,-7.7
 L707-0845,-7.7
 L707-1474,-7.7
 L707-2004,-7.7
 L707-2093,-7.7
 L711-0233,-7.7
 L711-0241,-7.7
 L711-0249,-7.7
 L711-0252,-7.7
 L711-0264,-7.7
 L711-0265,-7.7
 L711-0292,-7.7
 L711-0479,-7.7
 L711-0532,-7.7
 L711-0677,-7.7
 L711-0876,-7.7
 L711-0964,-7.7
 L715-0700,-7.7
 L740-0293,-7.7
 L740-0729,-7.7
 L865-0017,-7.7
 L865-1517,-7.7
 L865-1529,-7.7
 L865-1544,-7.7
 L865-1550,-7.7
 L865-1560,-7.7
 L865-1580,-7.7
 L865-1582,-7.7
 L865-1623,-7.7
 L865-1664,-7.7
 L865-1739,-7.7
 L865-1808,-7.7
 L865-1853,-7.7
 L865-1961,-7.7
 L865-1976,-7.7
 L865-1994,-7.7
 L865-2010,-7.7
 L865-2027,-7.7
 L865-2070,-7.7
 L865-2074,-7.7
 L865-2809,-7.7
 L865-2810,-7.7
 L865-2816,-7.7
 L865-2857,-7.7
 L865-2875,-7.7
 L865-2880,-7.7
 L865-2919,-7.7
 L865-2926,-7.7
 L865-2931,-7.7
 L865-2938,-7.7
 L865-2940,-7.7
 L893-0597,-7.7
 L894-0029,-7.7
 L894-0066,-7.7
 L894-0079,-7.7
 L894-0167,-7.7
 L894-0194,-7.7
 L894-0200,-7.7
 L894-0413,-7.7
 L894-0695,-7.7
 L894-0802,-7.7
 L900-0030,-7.7
 L900-0047,-7.7
 L900-0069,-7.7
 L900-0153,-7.7
 L900-0830,-7.7
 L900-0850,-7.7
 L948-3085,-7.7
 M116-0499,-7.7
 M116-0529,-7.7
 M116-0550,-7.7
 M116-0564,-7.7
 M116-0576,-7.7
 M116-0603,-7.7
 M116-0761,-7.7
 M116-1826,-7.7
 M116-2225,-7.7
 M116-2288,-7.7
 M116-2556,-7.7
 M116-2651,-7.7
 M116-2699,-7.7
 M116-2832,-7.7
 M116-2867,-7.7
 M132-1184,-7.7
 M136-0212,-7.7
 M136-0270,-7.7
 M136-0281,-7.7
 M136-0285,-7.7
 M136-0286,-7.7
 M136-0373,-7.7
 M136-0577,-7.7
 M136-0595,-7.7
 M136-0648,-7.7
 M136-0748,-7.7
 M136-0769,-7.7
 M136-0776,-7.7
 M145-0021,-7.7
 M145-0024,-7.7
 M145-0060,-7.7
 M145-0061,-7.7
 M145-0068,-7.7
 M145-0072,-7.7
 M145-0082,-7.7
 M145-0088,-7.7
 M145-0091,-7.7
 M145-0096,-7.7
 M145-0118,-7.7
 M145-0143,-7.7
 M145-0150,-7.7
 M145-0156,-7.7
 M145-0290,-7.7
 M284-0565,-7.7
 M513-2232,-7.7
 M513-2277,-7.7
 M513-2327,-7.7
 M560-0424,-7.7
 M617-0460,-7.7
 M617-0856,-7.7
 M617-0979,-7.7
 M617-1151,-7.7
 M617-1161,-7.7
 M617-1183,-7.7
 M617-1243,-7.7
 M617-1265,-7.7
 M617-1586,-7.7
 M665-0893,-7.7
 M665-0929,-7.7
 M665-1081,-7.7
 M667-0935,-7.7
 M667-1042,-7.7
 M667-1070,-7.7
 M667-1086,-7.7
 M742-0600,-7.7
 M778-0182,-7.7
 M778-0201,-7.7
 M950-0699,-7.7
 M952-0962,-7.7
 M955-0820,-7.7
 M955-0833,-7.7
 M955-0902,-7.7
 M976-0630,-7.7
 M976-0639,-7.7
 P025-0662,-7.7
 P025-0682,-7.7
 P025-0781,-7.7
 P166-2056,-7.7
 P181-0424,-7.7
 P181-1047,-7.7
 P257-0473,-7.7
 P257-0615,-7.7
 P257-0913,-7.7
 P257-0915,-7.7
 P271-0026,-7.7
 P271-0080,-7.7
 P271-0135,-7.7
 P271-0198,-7.7
 P271-0251,-7.7
 P271-0294,-7.7
 P271-0315,-7.7
 P271-0360,-7.7
 P271-0431,-7.7
 P271-0562,-7.7
 P271-0640,-7.7
 P271-0641,-7.7
 P271-0671,-7.7
 P271-0701,-7.7
 P271-0731,-7.7
 P271-0933,-7.7
 P271-1030,-7.7
 P273-0710,-7.7
 P273-0738,-7.7
 P321-0080,-7.7
 P321-0102,-7.7
 P321-0155,-7.7
 P321-0158,-7.7
 P321-0253,-7.7
 P321-0288,-7.7
 P321-0357,-7.7
 P321-0573,-7.7
 P321-0584,-7.7
 P321-0622,-7.7
 P321-0645,-7.7
 P321-0671,-7.7
 P321-0678,-7.7
 P495-3733,-7.7
 P495-3736,-7.7
 P495-3745,-7.7
 P510-0339,-7.7
 P510-0499,-7.7
 P510-0511,-7.7
 P510-0612,-7.7
 P510-0935,-7.7
 P510-0952,-7.7
 P510-1061,-7.7
 P510-1085,-7.7
 P532-0228,-7.7
 P532-0309,-7.7
 P592-0749,-7.7
 P636-0371,-7.7
 P636-0376,-7.7
 P636-0384,-7.7
 P636-0386,-7.7
 P636-0398,-7.7
 P636-0419,-7.7
 P636-0431,-7.7
 P657-0763,-7.7
 P657-0850,-7.7
 P658-0718,-7.7
 P658-0863,-7.7
 T387-0429,-7.7
 T387-0726,-7.7
 T387-0750,-7.7
 T387-0765,-7.7
 T387-0896,-7.7
 T387-0908,-7.7
 T387-0991,-7.7
 T387-1027,-7.7
 T387-1113,-7.7
 T387-1129,-7.7
 T387-1141,-7.7
 T403-0176,-7.7
 T403-1274,-7.7
 T403-1365,-7.7
 T403-1792,-7.7
 T403-1798,-7.7
 T403-1856,-7.7
 T403-2176,-7.7
 T403-2244,-7.7
 T403-2321,-7.7
 T403-2386,-7.7
 T403-2449,-7.7
 T403-2629,-7.7
 Z250-1096,-7.7
 Z250-1098,-7.7
 Z250-1102,-7.7
 Z250-1108,-7.7
 Z250-1125,-7.7
 Z250-1132,-7.7
 Z250-1306,-7.7
 Z250-1312,-7.7
 Z250-1331,-7.7
 Z250-1399,-7.7
 Z250-2561,-7.7
 Z250-2565,-7.7
 Z250-2666,-7.7
 Z250-2670,-7.7
 Z341-0128,-7.7
 Z341-0208,-7.7
 Z341-0416,-7.7
 Z354-0147,-7.7
 Z354-0957,-7.7
 C200-6308,-7.6
 C201-0772,-7.6
 C201-0775,-7.6
 C201-1905,-7.6
 C201-1919,-7.6
 C700-2421,-7.6
 C795-2567,-7.6
 D072-0825,-7.6
 D072-0830,-7.6
 D072-1603,-7.6
 D090-0022,-7.6
 D289-0154,-7.6
 D289-0156,-7.6
 D289-0174,-7.6
 D289-0241,-7.6
 D289-0391,-7.6
 D305-0406,-7.6
 D305-0503,-7.6
 D305-0580,-7.6
 D305-0617,-7.6
 D305-0619,-7.6
 D305-0623,-7.6
 D305-0646,-7.6
 D305-0762,-7.6
 D305-0769,-7.6
 D305-0795,-7.6
 D305-0799,-7.6
 D305-0915,-7.6
 D305-0942,-7.6
 D305-1023,-7.6
 D305-1029,-7.6
 D347-3455,-7.6
 D347-3488,-7.6
 D347-3584,-7.6
 D347-3624,-7.6
 D356-2565,-7.6
 D356-2566,-7.6
 D356-2597,-7.6
 D356-2602,-7.6
 D356-2619,-7.6
 D356-2633,-7.6
 D356-2651,-7.6
 D356-2670,-7.6
 D356-2684,-7.6
 D356-2698,-7.6
 D356-2705,-7.6
 D358-0582,-7.6
 D358-0625,-7.6
 D358-0661,-7.6
 D358-0699,-7.6
 D358-0721,-7.6
 D358-0727,-7.6
 D358-0807,-7.6
 D358-0857,-7.6
 D358-0943,-7.6
 D358-0973,-7.6
 D358-1217,-7.6
 D358-1240,-7.6
 D358-1727,-7.6
 D358-1733,-7.6
 D358-2578,-7.6
 D512-0172,-7.6
 D537-0051,-7.6
 D537-0145,-7.6
 D537-0202,-7.6
 D537-0319,-7.6
 D537-0526,-7.6
 D578-0017,-7.6
 D692-0613,-7.6
 D718-0677,-7.6
 E223-0589,-7.6
 E223-0623,-7.6
 E223-0682,-7.6
 E223-0910,-7.6
 E223-0980,-7.6
 E223-0983,-7.6
 E223-1022,-7.6
 E223-1128,-7.6
 E223-1168,-7.6
 E223-1440,-7.6
 E223-1501,-7.6
 E223-1524,-7.6
 E223-1615,-7.6
 E223-1815,-7.6
 E223-1840,-7.6
 E223-1908,-7.6
 E223-1948,-7.6
 E223-2007,-7.6
 E223-2032,-7.6
 E223-3354,-7.6
 E856-2957,-7.6
